0.00462,0.602,0.881,0.0266,0.111,-5.875,0,0.0443,125.012,0.577,P
0.159,0.536,0.526,0.847,0.128,-9.754,1,0.181,167.608,0.434,P
0.000296,0.547,0.827,0.101,0.0858,-6.036,1,0.0468,119.089,0.451,C
0.108,0.373,0.609,0.000427,0.0755,-7.0,1,0.0316,179.955,0.354,P
0.0158,0.424,0.615,0.000389,0.0844,-6.217,0,0.0325,77.935,0.155,F
0.974,0.547,0.208,0.973,0.104,-17.949,0,0.0369,119.474,0.347,P
0.0115,0.64,0.74,0.00678,0.167,-4.083,1,0.0284,116.879,0.785,P
0.211,0.371,0.778,0.00141,0.181,-7.196,0,0.0559,145.734,0.288,C
0.078,0.661,0.869,0.924,0.398,-5.477,1,0.0334,126.971,0.8,S
0.108,0.547,0.695,0.00301,0.14,-4.969,1,0.0337,144.684,0.641,P
0.154,0.536,0.915,0.000788,0.372,-4.993,1,0.0581,115.037,0.472,C
0.0055,0.502,0.699,0,0.171,-5.528,1,0.0333,111.024,0.354,T
0.272,0.47,0.809,0.00671,0.0491,-6.74,1,0.0495,151.836,0.49,P
0.032,0.445,0.708,0.0908,0.171,-6.268,1,0.0293,141.965,0.414,W
0.00423,0.439,0.842,0.00103,0.126,-5.31,1,0.0354,94.641,0.281,W
0.0103,0.34,0.812,0.626,0.263,-5.783,0,0.0299,219.446,0.724,T
0.148,0.316,0.509,0,0.63,-7.411,1,0.0309,174.152,0.17,W
0.0899,0.346,0.524,2.5e-06,0.31,-5.697,1,0.028,169.605,0.445,W
0.141,0.316,0.628,0.000621,0.0852,-7.639,1,0.0354,177.131,0.267,W
0.084,0.454,0.762,0.000715,0.136,-5.762,1,0.0298,108.944,0.19,W
0.164,0.321,0.776,0.0603,0.0872,-7.309,1,0.0321,74.786,0.2,W
0.725,0.247,0.521,0.0494,0.0938,-7.664,1,0.0334,102.276,0.176,B
0.0123,0.331,7.16e-05,0.454,0.109,-7.31,1,0.0416,128.014,0.05,Y
0.0186,0.277,0.929,0.00235,0.654,-3.694,1,0.12,184.008,0.315,N
0.171,0.792,0.45,0.0018,0.123,-5.864,1,0.0882,77.003,0.785,N
0.592,0.683,0.436,0,0.167,-6.296,1,0.0781,72.983,0.602,N
0.238,0.438,0.457,0.000194,0.132,-6.991,1,0.0634,165.752,0.603,R
0.57,0.742,0.657,0.022,0.133,-7.217,0,0.288,136.151,0.565,M
0.236,0.504,0.829,1.18e-05,0.355,-4.528,1,0.0989,172.013,0.419,N
0.278,0.778,0.659,0.000408,0.329,-4.634,1,0.114,89.997,0.756,N
0.902,0.28,0.412,0.656,0.713,-9.774,1,0.0472,172.025,0.357,S
0.887,0.481,0.265,0.00865,0.102,-12.91,1,0.0329,86.775,0.221,B
0.874,0.712,0.3,6.25e-05,0.419,-11.276,1,0.063,134.917,0.529,T
0.0376,0.609,0.807,0.204,0.13,-5.405,0,0.0283,125.906,0.203,P
6.82e-06,0.588,0.729,0.000477,0.0724,-3.048,1,0.0899,131.18,0.492,R
0.184,0.746,0.691,0.0259,0.205,-7.533,0,0.0403,119.982,0.888,P
0.846,0.745,0.696,0.893,0.101,-9.906,1,0.0533,104.97,0.33,M
1.6e-05,0.484,0.839,7.77e-05,0.21,-3.589,1,0.0569,161.078,0.448,F
0.0482,0.769,0.806,0.0627,0.705,-3.833,1,0.0873,120.001,0.517,C
0.0146,0.733,0.58,0.239,0.144,-6.851,0,0.0406,119.991,0.731,C
0.0253,0.705,0.843,0.0117,0.103,-7.293,0,0.0301,121.029,0.689,C
0.00286,0.577,0.892,0.0147,0.0857,-7.803,0,0.0382,119.999,0.788,P
0.00206,0.713,0.868,9.23e-05,0.225,-6.644,0,0.0305,119.98,0.641,B
1.41e-05,0.605,0.588,0.609,0.0927,-5.924,0,0.0339,111.989,0.81,B
2.97e-06,0.51,0.633,0.0209,0.102,-2.95,1,0.131,131.985,0.8,N
0.001,0.662,0.902,0.418,0.327,-7.464,1,0.0346,120.01,0.737,N
0.000259,0.489,0.757,0.943,0.492,-8.366,0,0.0298,120.001,0.709,P
0.00258,0.476,0.814,0.0125,0.213,-7.077,0,0.0314,149.879,0.604,P
0.809,0.599,0.602,0.944,0.112,-14.222,1,0.0419,102.268,0.143,B
0.00671,0.709,0.369,0.000267,0.0896,-12.608,0,0.0978,127.013,0.151,R
0.535,0.712,0.308,0.816,0.0813,-16.776,0,0.0519,139.995,0.246,S
0.928,0.632,0.451,0.898,0.0987,-14.098,1,0.0429,165.98,0.436,P
0.873,0.783,0.312,0.927,0.275,-13.874,0,0.0503,98.012,0.292,P
0.694,0.751,0.417,0.828,0.105,-14.841,0,0.0408,113.986,0.64,N
0.564,0.681,0.609,0.906,0.147,-12.968,1,0.046,109.018,0.796,B
0.821,0.799,0.27,0.925,0.11,-14.934,1,0.0435,138.89,0.701,P
0.774,0.663,0.406,0.789,0.106,-14.691,1,0.059,158.009,0.644,R
0.732,0.795,0.208,0.899,0.0893,-13.354,0,0.0414,146.003,0.608,C
0.85,0.825,0.397,0.0136,0.108,-13.459,1,0.0385,87.985,0.758,S
0.887,0.607,0.257,0.923,0.103,-16.983,1,0.027,90.002,0.583,O
0.842,0.645,0.349,0.802,0.107,-12.698,0,0.0343,133.907,0.277,G
0.0409,0.781,0.529,0.834,0.114,-14.35,0,0.0738,110.983,0.952,M
0.934,0.753,0.356,0.848,0.111,-11.881,1,0.0344,103.979,0.459,F
0.675,0.748,0.393,0.49,0.109,-13.355,1,0.0299,97.016,0.755,C
0.753,0.811,0.217,0.846,0.0962,-15.267,0,0.0648,166.015,0.46,M
0.365,0.824,0.318,0.894,0.0926,-16.416,0,0.0773,116.99,0.69,F
0.813,0.629,0.253,0.893,0.0913,-12.532,1,0.0313,129.912,0.237,F
0.943,0.587,0.265,0.0458,0.0883,-14.484,0,0.0593,142.347,0.337,B
0.886,0.86,0.316,0.899,0.107,-15.45,0,0.0468,112.006,0.531,N
0.697,0.801,0.294,0.88,0.106,-15.16,1,0.0351,101.995,0.579,F
0.889,0.797,0.302,0.955,0.109,-16.225,0,0.0434,93.933,0.759,P
0.906,0.627,0.198,0.715,0.108,-16.84,1,0.0422,139.884,0.213,B
0.776,0.73,0.483,0.932,0.102,-16.282,0,0.093,113.991,0.696,N
0.984,0.24,0.129,0.864,0.131,-24.423,1,0.0558,66.282,0.118,T
0.169,0.487,0.964,0,0.338,-1.582,0,0.404,157.08,0.738,M
0.225,0.663,0.952,0,0.104,0.224,0,0.325,148.998,0.839,R
0.244,0.552,0.996,2.8e-06,0.362,2.343,1,0.103,133.058,0.689,R
0.131,0.635,0.964,0,0.128,1.665,1,0.349,78.454,0.734,G
0.318,0.721,0.963,0,0.917,0.551,1,0.377,158.563,0.868,M
0.134,0.592,0.976,0,0.122,2.383,1,0.378,137.864,0.749,F
0.0134,0.471,0.939,5.3e-06,0.359,-3.456,1,0.396,88.117,0.724,R
0.395,0.609,0.938,0,0.644,-0.171,1,0.271,150.469,0.888,S
0.0722,0.343,0.946,0,0.321,-1.383,1,0.183,135.647,0.357,C
0.011,0.453,0.976,0,0.745,1.325,1,0.466,124.948,0.684,F
0.00478,0.337,0.947,0,0.216,0.097,0,0.375,89.491,0.756,R
0.124,0.609,0.963,0,0.0757,-1.313,0,0.326,136.96,0.465,P
0.402,0.473,0.79,1.3e-06,0.365,-3.29,1,0.361,100.082,0.68,C
0.164,0.529,0.923,0,0.397,-4.424,1,0.434,102.046,0.739,R
0.00191,0.503,0.824,6.54e-05,0.219,-5.771,0,0.0757,152.396,0.581,O
0.0305,0.45,0.914,1.42e-05,0.152,-5.4,1,0.0607,162.487,0.904,O
0.137,0.608,0.762,0.00661,0.187,-4.369,1,0.0262,128.189,0.83,Y
0.0501,0.483,0.317,0.000134,0.0817,-11.791,0,0.0272,86.408,0.288,O
0.0106,0.513,0.845,4.45e-05,0.0583,-5.642,1,0.0702,142.897,0.655,G
0.000118,0.566,0.797,0.0134,0.0933,-7.752,1,0.0305,128.378,0.937,R
0.00233,0.412,0.859,0.0139,0.0689,-7.043,1,0.0761,184.401,0.724,R
0.00752,0.234,0.843,0.00371,0.189,-5.756,1,0.053,191.954,0.541,R
0.0252,0.617,0.694,6.57e-06,0.319,-7.393,1,0.0432,146.318,0.878,Y
0.0078,0.662,0.633,0.0233,0.0689,-7.793,1,0.0433,115.007,0.657,C
0.0832,0.534,0.822,0,0.0613,-5.703,1,0.219,197.854,0.869,Y
0.0134,0.569,0.84,0,0.064,-5.998,1,0.0367,138.445,0.886,F
0.454,0.732,0.604,0.0327,0.126,-9.485,1,0.0294,114.808,0.822,C
0.0177,0.326,0.88,0.00601,0.403,-9.206,1,0.0869,142.412,0.46,O
0.352,0.303,0.833,0.495,0.223,-8.489,1,0.0547,144.526,0.5,O
0.00954,0.251,0.976,1.6e-06,0.938,-5.833,0,0.161,161.845,0.197,R
0.582,0.516,0.444,0.0939,0.218,-8.764,1,0.0364,113.328,0.309,G
0.294,0.62,0.593,0,0.0749,-10.985,1,0.0281,109.044,0.833,C
0.735,0.396,0.443,0.00259,0.0706,-9.743,1,0.0358,127.568,0.356,C
0.104,0.616,0.562,0.000655,0.0564,-10.434,0,0.0268,96.404,0.754,T
0.405,0.544,0.597,0.00518,0.0681,-8.709,1,0.0324,153.899,0.349,S
0.512,0.568,0.468,0,0.337,-11.578,1,0.0264,97.952,0.614,B
0.299,0.698,0.629,0.0185,0.146,-9.302,0,0.0504,122.269,0.877,G
0.356,0.578,0.568,4.64e-05,0.101,-10.898,1,0.0241,97.837,0.826,Y
0.524,0.296,0.567,0.0192,0.104,-8.849,1,0.032,145.153,0.436,T
0.471,0.586,0.386,0.0945,0.0608,-11.505,1,0.0339,98.814,0.634,C
0.0398,0.773,0.612,0,0.142,-5.73,1,0.232,149.999,0.381,R
0.204,0.693,0.434,0,0.277,-8.786,0,0.385,147.066,0.542,R
0.00637,0.856,0.57,0,0.0984,-4.486,1,0.286,154.967,0.155,R
0.0213,0.923,0.562,0,0.0726,-7.357,1,0.304,144.067,0.499,C
0.00456,0.87,0.461,0,0.11,-5.786,1,0.201,144.053,0.485,R
0.0213,0.657,0.604,0,0.156,-6.045,1,0.0374,73.933,0.122,R
0.165,0.885,0.661,0,0.334,-5.062,0,0.141,140.028,0.436,R
0.024,0.719,0.852,0,0.123,-5.232,1,0.149,151.867,0.432,R
0.031,0.819,0.638,0.000116,0.152,-4.831,0,0.226,150.993,0.167,R
0.00124,0.437,0.671,9.87e-06,0.136,-4.985,1,0.122,197.192,0.0936,C
0.00158,0.764,0.512,0,0.0899,-6.814,1,0.3,81.541,0.586,R
0.00599,0.642,0.69,1.3e-06,0.322,-5.101,1,0.261,164.075,0.641,R
0.0631,0.888,0.833,0,0.106,-6.546,0,0.0737,130.054,0.948,R
0.0283,0.705,0.752,0,0.299,-6.87,1,0.095,142.051,0.305,R
0.0145,0.699,0.408,0.00155,0.123,-7.916,0,0.352,76.444,0.139,R
0.00584,0.598,0.476,0,0.265,-3.673,1,0.0333,150.078,0.0545,R
0.0117,0.691,0.756,0,0.257,-5.638,0,0.352,144.188,0.396,C
0.000674,0.891,0.628,0,0.119,-6.35,1,0.105,131.06,0.04,P
0.258,0.785,0.903,0,0.169,-4.184,1,0.21,139.98,0.565,C
0.044,0.622,0.946,0,0.0838,-3.593,0,0.0534,130.07,0.336,C
0.00534,0.684,0.693,0,0.506,-6.651,0,0.0339,134.988,0.108,R
0.00471,0.759,0.67,0,0.0889,-5.188,0,0.0589,148.938,0.418,R
0.00821,0.815,0.762,0,0.337,-5.045,1,0.219,140.092,0.317,R
0.205,0.733,0.703,1.62e-05,0.158,-6.451,1,0.0906,141.047,0.0966,R
0.359,0.509,0.787,2.76e-05,0.26,-6.754,1,0.265,114.449,0.507,C
0.588,0.526,0.896,0,0.37,-4.708,1,0.197,129.313,0.745,Y
0.00589,0.884,0.657,0,0.154,-4.569,0,0.0977,107.059,0.489,M
0.112,0.539,0.731,1.19e-06,0.129,-5.085,0,0.453,81.114,0.568,B
0.11,0.752,0.489,3.57e-06,0.202,-5.233,1,0.137,108.005,0.373,P
0.26,0.406,0.798,0,0.461,-5.585,0,0.432,71.547,0.58,R
0.0742,0.796,0.766,0,0.0827,-5.974,1,0.238,110.034,0.558,R
0.442,0.301,0.686,0.000115,0.121,-8.36,1,0.0831,79.036,0.276,T
0.254,0.615,0.743,0,0.665,-4.58,1,0.325,111.914,0.515,P
0.145,0.731,0.661,0,0.12,-6.562,0,0.376,87.912,0.369,G
0.415,0.624,0.729,0,0.135,-4.747,1,0.198,87.948,0.334,O
0.566,0.665,0.558,4.57e-06,0.219,-7.863,0,0.303,89.953,0.37,M
0.00713,0.553,0.852,0,0.463,-4.08,0,0.305,176.058,0.27,R
0.455,0.443,0.635,2.07e-05,0.285,-5.404,0,0.223,93.742,0.672,T
0.708,0.541,0.809,0,0.72,-4.286,1,0.324,120.094,0.753,T
0.665,0.567,0.525,0,0.708,-9.043,0,0.75,86.935,0.416,P
0.55,0.41,0.817,0.008,0.422,-9.217,1,0.289,101.611,0.335,G
0.0243,0.578,0.631,0,0.0665,-6.518,0,0.309,96.332,0.716,C
0.359,0.571,0.717,3.12e-06,0.797,-8.333,1,0.336,87.54,0.881,R
0.446,0.381,0.592,0,0.534,-10.879,1,0.289,84.974,0.673,P
0.715,0.419,0.871,0,0.211,-6.432,0,0.468,201.451,0.577,G
0.349,0.624,0.896,0,0.969,-7.915,1,0.47,95.97,0.652,G
0.00831,0.639,0.957,0.853,0.203,-7.864,0,0.385,95.033,0.187,C
0.048,0.449,0.7,0.104,0.873,-9.277,0,0.0596,94.072,0.41,R
0.275,0.533,0.724,4.59e-06,0.118,-8.954,0,0.311,89.862,0.504,G
0.00823,0.32,0.687,0.0393,0.166,-11.245,1,0.411,88.251,0.73,P
0.524,0.679,0.724,2.38e-05,0.765,-9.265,1,0.258,92.585,0.874,F
0.179,0.413,0.851,0,0.442,-8.07,1,0.394,96.576,0.406,G
0.132,0.273,0.67,0.00191,0.666,-10.202,1,0.421,183.17,0.721,T
0.188,0.836,0.812,1.82e-06,0.0982,-6.985,1,0.215,92.009,0.769,O
0.482,0.578,0.84,0,0.48,-7.435,0,0.345,95.565,0.529,R
0.723,0.321,0.807,0,0.466,-9.876,0,0.568,89.811,0.561,S
0.328,0.537,0.753,1.52e-05,0.368,-9.441,1,0.35,90.292,0.693,B
0.093,0.408,0.529,0.0317,0.231,-9.503,0,0.497,187.424,0.604,B
0.00648,0.495,0.642,0.539,0.411,-10.577,1,0.0618,174.888,0.688,S
0.266,0.358,0.889,1.46e-05,0.172,-8.045,1,0.335,85.61,0.666,G
0.686,0.428,0.69,0.000127,0.498,-8.205,0,0.119,86.163,0.688,Y
0.298,0.31,0.692,0.00158,0.321,-7.227,1,0.249,142.388,0.404,F
0.128,0.608,0.708,8.65e-05,0.821,-5.682,1,0.244,75.048,0.798,N
0.229,0.68,0.659,0,0.474,-7.186,1,0.151,98.877,0.75,N
0.205,0.399,0.754,0,0.742,-5.283,0,0.374,130.475,0.36,N
0.193,0.729,0.321,0.0233,0.0941,-9.194,1,0.249,91.736,0.352,G
0.0529,0.526,0.902,0,0.531,-4.876,1,0.314,168.188,0.797,N
0.148,0.639,0.737,0.00111,0.12,-6.683,1,0.324,154.984,0.182,N
0.0779,0.612,0.349,0,0.202,-6.984,1,0.26,107.929,0.79,N
0.0131,0.486,0.246,1.98e-06,0.142,-8.547,1,0.0496,129.191,0.323,N
0.274,0.659,0.473,0,0.28,-7.306,0,0.125,84.505,0.788,N
0.0661,0.522,0.72,1.91e-06,0.0754,-8.942,1,0.264,170.035,0.647,N
7.99e-06,0.436,0.75,0.936,0.277,-6.561,0,0.0329,101.261,0.558,G
5.59e-06,0.295,0.964,0.777,0.323,-4.389,1,0.0651,150.009,0.146,T
1.19e-05,0.222,0.986,0.644,0.403,-5.402,1,0.333,189.956,0.149,M
0.000152,0.242,0.77,0.91,0.223,-5.288,0,0.0603,168.284,0.262,M
2.09e-06,0.352,0.96,0.804,0.12,-5.369,1,0.063,135.912,0.396,T
0.919,0.224,0.541,0.936,0.129,-6.803,1,0.0335,85.046,0.0393,G
3.61e-06,0.285,0.96,0.887,0.119,-6.044,1,0.0773,90.699,0.211,F
0.00579,0.255,0.917,0.872,0.138,-5.186,0,0.0629,150.456,0.281,G
2.41e-06,0.32,0.943,0.871,0.18,-4.406,1,0.0638,145.048,0.155,T
4.08e-06,0.256,0.913,0.908,0.521,-5.907,1,0.0507,159.86,0.327,M
4.59e-05,0.265,0.696,0.0359,0.25,-7.844,0,0.0405,125.739,0.213,G
0.000432,0.285,0.864,0,0.0837,-3.488,1,0.105,158.673,0.423,Y
0.00107,0.543,0.694,0.0982,0.121,-4.811,1,0.0297,130.262,0.632,G
0.112,0.611,0.695,0.000347,0.14,-5.056,1,0.0612,121.347,0.699,O
0.0716,0.445,0.924,0.00962,0.193,-3.442,1,0.0857,159.888,0.845,Y
0.0511,0.583,0.798,0.00744,0.123,-4.443,1,0.0289,152.109,0.652,O
0.00239,0.595,0.656,0.0697,0.129,-5.972,1,0.0265,120.002,0.5,G
0.167,0.547,0.752,4.96e-05,0.102,-3.57,1,0.0254,94.333,0.559,Y
0.00243,0.286,0.945,1.97e-06,0.0997,-4.309,1,0.0518,184.301,0.62,Y
0.0587,0.663,0.727,0.312,0.116,-4.914,0,0.0357,117.948,0.325,O
0.346,0.518,0.337,0.0677,0.174,-7.243,0,0.0274,112.131,0.193,Y
0.00292,0.367,0.977,0.0119,0.191,-3.739,1,0.174,190.025,0.344,O
0.00451,0.434,0.761,0.0202,0.254,-3.686,1,0.0355,123.866,0.637,R
0.038,0.793,0.634,1.76e-06,0.304,-4.807,1,0.0324,117.024,0.615,M
0.085,0.753,0.678,1.64e-06,0.13,-5.421,1,0.0644,96.006,0.583,F
0.00253,0.598,0.786,0.0016,0.117,-5.572,1,0.0383,95.019,0.456,P
0.00103,0.552,0.842,1.17e-05,0.337,-6.938,1,0.0373,91.991,0.343,C
0.00196,0.602,0.736,4.57e-05,0.105,-5.778,1,0.0338,96.969,0.471,N
0.0561,0.647,0.785,0,0.148,-5.414,1,0.165,160.015,0.943,G
0.016,0.648,0.898,9.91e-05,0.109,-5.963,1,0.0513,118.02,0.502,B
0.0871,0.65,0.802,6.54e-06,0.148,-6.114,1,0.181,170.146,0.295,M
0.0702,0.554,0.666,0.00593,0.106,-7.414,1,0.0747,140.056,0.472,B
0.00461,0.764,0.66,0.00477,0.0915,-6.136,1,0.0494,119.988,0.524,Y
0.635,0.475,0.459,0,0.101,-8.768,1,0.0333,143.988,0.0828,P
0.231,0.596,0.763,0,0.2,-4.99,1,0.0661,159.958,0.507,R
0.241,0.81,0.379,0,0.113,-7.771,1,0.0349,103.981,0.22,P
0.151,0.255,0.366,0.00373,0.156,-10.355,1,0.0289,138.388,0.0892,Y
0.189,0.399,0.469,0.0575,0.125,-10.075,1,0.0242,103.085,0.292,Y
0.325,0.483,0.244,0.622,0.113,-15.25,1,0.0319,102.578,0.119,Y
0.322,0.437,0.554,0.0007,0.237,-9.453,1,0.0387,114.673,0.374,G
0.275,0.333,0.254,0.0382,0.158,-14.666,1,0.0271,78.162,0.175,M
0.0223,0.434,0.723,0.00352,0.122,-6.529,1,0.0348,138.78,0.504,Y
0.9,0.595,0.248,0.000743,0.105,-14.193,1,0.0289,138.154,0.133,Y
